aspect,phrase,polarity,review
budget,"too ""big budget",neutral,"It suffers from the same problem the third movie suffered from: too ""big budget"" and too much ""flare""."
musicJohn Williams,a fantastic soundtrack,positive,The musicJohn Williams made a fantastic soundtrack for this movie.
soundtrack,fantastic soundtrack for this movie.,positive,The musicJohn Williams made a fantastic soundtrack for this movie.
Steven Spieldberg,crying everyday crying,neutral,Note of trivia: Steven Spieldberg went home crying everyday crying during production.
dialog,a story,neutral,This movie needs a lot more dialog and a story.
scenery,just for the sake of it and actually detract from the story line,negative,Yes some of the scenery and cinematography are fantastic but they seem to be there just for the sake of it and actually detract from the story line.
cinematography,just for the sake of it and actually detract from the story line,negative,Yes some of the scenery and cinematography are fantastic but they seem to be there just for the sake of it and actually detract from the story line.
Spielberg's,the best,positive,"I think its the best Spielberg's movie, and the one thing that have made this movie special is for its fantastic theme music from john Williams!"
theme music,fantastic,positive,"I think its the best Spielberg's movie, and the one thing that have made this movie special is for its fantastic theme music from john Williams!"
john Williams,fantastic theme music,positive,"I think its the best Spielberg's movie, and the one thing that have made this movie special is for its fantastic theme music from john Williams!"
Schindler,he remembered.,neutral,The name Schindler was very known then and also today is he remembered.
half hour,The first half hour is excellent,positive,The first half hour is excellent.
human touch,human touch also that make it most promising,neutral,"fully entertaining,and human touch also that make it most promising in 2015.What A Lovely Day!!!!!!!!!"
Oscars,Truly deserving,positive,Truly deserving of the Oscars it won.
acting,so believable,positive,"I love watching the film, even though it is one of the depressing and disturbing films that I have ever watched as the acting was so believable and they were able to act together so well, that I value this movie as one of the best of all time, and I'm not the only one if this film is currently sitting at the #6 spot on the IMDb top 250"
IMDb,#6 spot on the IMDb top 250,neutral,"I love watching the film, even though it is one of the depressing and disturbing films that I have ever watched as the acting was so believable and they were able to act together so well, that I value this movie as one of the best of all time, and I'm not the only one if this film is currently sitting at the #6 spot on the IMDb top 250"
cinematography,From the acting to the cinematography,neutral,From the acting to the cinematography...
value,they could extract from these objects,neutral,This showed to the audience that the Jewish people were nothing more than inanimate objects to the German soldiers and worth nothing except the value that they could extract from these objects.
IMAX 3D,on the big screen,neutral,I remember first watching this movie on the big screen in IMAX 3D. My eyes and my head were really hurt on that day but it was worth it.
Spielberg,"he could handle controversial, sophisticated stories with real sensitivity",positive,"Verdict A heart-rending and redemptive Holocaust story, this Oscar-grabbing epic added to Spielberg's directorial credibility, showing he could handle controversial, sophisticated stories with real sensitivity."
Nolan,filmmaker and has managed to once again improve upon his existing oeuvre,positive,Nolan continues to excel as a filmmaker and has managed to once again improve upon his existing oeuvre.
George Miller,great action movie,positive,No doubt the director George Miller has not lost the touch of Mad Max films and has given a great action movie.
Oskar Schindler,"a rich, charming man with great social skills",positive,"The beginning is a bit slow, but you get a picture of who Oskar Schindler is, a rich, charming man with great social skills."
Max,Max himself not even being the main star of the film,neutral,"Your telling me that this, Winner of 6 Oscars, considered by people to be one of the greatest action films ever made, somehow manages to achieve all this with nothing more than a story line that is paper thin, repetitive and boring action scenes, Max himself not even being the main star of the film, Furiosa staring at the camera 50% of her time on screen somehow makes her a strong female lead???????"
Furiosa,staring at the camera 50% of her time on screen,neutral,"Your telling me that this, Winner of 6 Oscars, considered by people to be one of the greatest action films ever made, somehow manages to achieve all this with nothing more than a story line that is paper thin, repetitive and boring action scenes, Max himself not even being the main star of the film, Furiosa staring at the camera 50% of her time on screen somehow makes her a strong female lead???????"
cast,wonderful,positive,"Secondly, the cast is wonderful, all actors did their work perfectly regardless of the amount of screen time."
Oskar Schindler,great actor,positive,great actor portraying Oskar Schindler...
Tenet,People who struggled to keep up with Inception may want to think twice,neutral,People who struggled to keep up with Inception may want to think twice before watching Tenet.
Steven Spielberg,the best film,positive,And its the best drama and the best film of Steven Spielberg.
Liam Neeson,Liam Neeson didn't even get an Oscar nomination,neutral,"Surprisingly,Liam Neeson didn't even get an Oscar nomination for his best role ever."
Oscar,best role ever,positive,"Surprisingly,Liam Neeson didn't even get an Oscar nomination for his best role ever."
Furiosa,strong personality,positive,"But on the other hand, Furiosa's strong personality balances this out and makes the film an empowerment to female representation in films."
visual effects,great,positive,The stunts and visual effects are great.
Nolan,tiring on the ears,negative,"Nolan is no stranger to blasting us with bass and there is a lot of booming going on, but at times it is tiring on the ears and he seems to have lost his way on this movie."
bass,tiring on the ears,negative,"Nolan is no stranger to blasting us with bass and there is a lot of booming going on, but at times it is tiring on the ears and he seems to have lost his way on this movie."
filmmaking,dreadful story telling,negative,"Impressive filmmaking, dreadful story telling."
Steven Spielberg,in black and white,neutral,The fact that the movie is filmed in black and white is quite a masterstroke from Steven Spielberg.
action sequences,extraordinary action sequences,positive,The film does have some extraordinary action sequences.
IMDb,top 250,neutral,i hope this will be in the IMDb top 250.
popcorn,does it very well,positive,"Pure escapism designed to sell popcorn, and does it very well."
Leo,Leo didn't perform in this one...,negative,Why Leo didn't perform in this one...
's,braindead exposions fiesta,positive,"if you stick to this movie Bale's or Snyder's name everyone will call it a braindead exposions fiesta, you stick Millers or Nolans name and all the sudden it becomes a masterpiece...."
Snyder's,braindead exposions fiesta,positive,"if you stick to this movie Bale's or Snyder's name everyone will call it a braindead exposions fiesta, you stick Millers or Nolans name and all the sudden it becomes a masterpiece...."
Millers,braindead exposions fiesta,positive,"if you stick to this movie Bale's or Snyder's name everyone will call it a braindead exposions fiesta, you stick Millers or Nolans name and all the sudden it becomes a masterpiece...."
Nolans,it becomes a masterpiece,positive,"if you stick to this movie Bale's or Snyder's name everyone will call it a braindead exposions fiesta, you stick Millers or Nolans name and all the sudden it becomes a masterpiece...."
automotive engineering,3 score is for the automotive engineering,positive,"The 3 score is for the automotive engineering and if this film was an episode of Scrapheap Challenge or Junkyard Wars, I'd have given it a ten."
cinematography,2.5/10 for cinematography and effects,negative,2.5/10 for cinematography and effects.
liam Neeson,wonderful performances,positive,Just amazing movies and wonderful performances from liam Neeson and ralph Fiennes
ralph Fiennes,wonderful performances,positive,Just amazing movies and wonderful performances from liam Neeson and ralph Fiennes
surroundings,editing of background and surroundings was very good,positive,Furthermore the editing of background and surroundings was very good.
spielberg,a memoir,neutral,"The film can be described as a memoir by spielberg himself, who is a Jew."
'Bane',voice,neutral,I have no idea why they would have told him to use his 'Bane' voice in this movie.
Tom Hardy,I love Tom Hardy!,positive,"I mean, there is no reason Tom Hardy was cast here, and I love Tom Hardy!."
Tom Hardy,I love Tom Hardy!,positive,"I mean, there is no reason Tom Hardy was cast here, and I love Tom Hardy!."
crew,behind the camera,neutral,I imagine the train scene was also very difficult as actors as well as all the crew behind the camera.
George Miller,"Make it cool or I'll kill you.""",neutral,"""Make it cool or I'll kill you."" That's what director George Miller told Colin Gibson, the production designer."
Colin Gibson,"Make it cool or I'll kill you.""",neutral,"""Make it cool or I'll kill you."" That's what director George Miller told Colin Gibson, the production designer."
Transformers,"the story line is well, not strong",negative,"It gives a much needed revival to the action genre which had been sidelined to only expensive budget special effect movies like Transformers ,Fast and Furious, well R.I.P. Paul Walker, but even though I like the F&F franchise, the story line is well, not strong."
Paul Walker,"the story line is well, not strong",negative,"It gives a much needed revival to the action genre which had been sidelined to only expensive budget special effect movies like Transformers ,Fast and Furious, well R.I.P. Paul Walker, but even though I like the F&F franchise, the story line is well, not strong."
spectacle,breathtaking,positive,#NAME?
shaky cam,there is no over the top CGI gap filler,positive,"There is no shaky cam here, there is no over the top CGI gap filler."
CGI gap filler,over the top,positive,"There is no shaky cam here, there is no over the top CGI gap filler."
Mad Max,this movie is not going to plant any seeds,neutral,"I watched this movie in the theater on my brothers request, since I have never had any relation to the Mad Max universe and to be honest, this movie is not going to plant any seeds for me to grow into a ""fan""."
Mad Max,having a better understanding,neutral,Even after reading about the other Mad Max and having a better understanding...
Spielberg,Best Director Oscar,positive,"Spielberg won a Best Director Oscar for the film, and he gets terrific supporting performances from Ben Kingsley, Embeth Davidtz, and most especially Ralph Fiennes as a despicable Nazi commandant."
Oscar,Best Director Oscar,positive,"Spielberg won a Best Director Oscar for the film, and he gets terrific supporting performances from Ben Kingsley, Embeth Davidtz, and most especially Ralph Fiennes as a despicable Nazi commandant."
Ben Kingsley,he gets terrific supporting performances,positive,"Spielberg won a Best Director Oscar for the film, and he gets terrific supporting performances from Ben Kingsley, Embeth Davidtz, and most especially Ralph Fiennes as a despicable Nazi commandant."
Embeth Davidtz,he gets terrific supporting performances,positive,"Spielberg won a Best Director Oscar for the film, and he gets terrific supporting performances from Ben Kingsley, Embeth Davidtz, and most especially Ralph Fiennes as a despicable Nazi commandant."
Ralph Fiennes,a despicable Nazi commandant,neutral,"Spielberg won a Best Director Oscar for the film, and he gets terrific supporting performances from Ben Kingsley, Embeth Davidtz, and most especially Ralph Fiennes as a despicable Nazi commandant."
Christopher Nolan,the dialogue was audible,neutral,"If Christopher Nolan sought to explain the movie more throughout and the dialogue was audible, it would deserve an 8 out of 10, however it did not so a 5 out of 10 is worthy."
Tom Hardy,perfectly cast,positive,Tom Hardy is perfectly cast he is one of the only actors of the 21st century who could play Max just as well as Mel Gibson.
Mel Gibson,he is one of the only actors of the 21st century,neutral,Tom Hardy is perfectly cast he is one of the only actors of the 21st century who could play Max just as well as Mel Gibson.
Neeson,one of the best and most realistic villain of all time,positive,"Very good performances by Neeson, Kingsley, and Fiennes who is in my opinion one of the best and most realistic villain of all time."
Kingsley,one of the best and most realistic villain of all time,positive,"Very good performances by Neeson, Kingsley, and Fiennes who is in my opinion one of the best and most realistic villain of all time."
Fiennes,one of the best and most realistic villain of all time,positive,"Very good performances by Neeson, Kingsley, and Fiennes who is in my opinion one of the best and most realistic villain of all time."
schindlers list,it was the first time i had seen it.,neutral,I finished watching schindlers list today and it was the first time i had seen it.
Steven Spielberg,genius,positive,Steven Spielberg is a genius and having only the little girl in color somehow added a even greater depth of sadness and melancholy to the movie.
Stern,Stern understands this.,neutral,We know that Stern understands this.
story,great acting,positive,The story is great and great acting from liam but i guess it's too long and it could shorter and better
liam,great acting,positive,The story is great and great acting from liam but i guess it's too long and it could shorter and better
Batman,he either beefs up or comes across less of a snowflake,neutral,He is playing the new Batman so I really hope he either beefs up or comes across less of a snowflake.
Spielberg,great .,positive,storyline and direction by Spielberg is great .
sound,awful sound,negative,I took two stars off for the awful sound; could they not have fixed this will its delayed release?
Kubrick,you come close,neutral,"Oh well, Kubrick will always be the man, but you come close!"
Ralph Fiennes,on top form,positive,The Supporting cast to are on top form such as Ralph Fiennes and Ben Kingsley.
Ben Kingsley,on top form,positive,The Supporting cast to are on top form such as Ralph Fiennes and Ben Kingsley.
Tom Hardy,lead characters,neutral,Tom Hardy and Charlize Theron are impeccably cast and do an admirable job as the lead characters of this post-apocalyptic remake.
Charlize Theron,impeccably cast,positive,Tom Hardy and Charlize Theron are impeccably cast and do an admirable job as the lead characters of this post-apocalyptic remake.
Nolan,the viewer loses every sense of direction and desperately wonders what he is looking at,negative,"Instead of concentrating on the inversed flow of time, like he did in 'Memento', Nolan has packed this movie with so much ideas, locations, fights, chases, twists and turns that the viewer loses every sense of direction and desperately wonders what he is looking at."
cinematic craftsmanship,no other movie comes close.,positive,"In terms of cinematic craftsmanship, no other movie comes close."
Liam Neeson,phenomenal,positive,Liam Neeson is phenomenal in his role as Schindler.
Schindler,phenomenal,positive,Liam Neeson is phenomenal in his role as Schindler.
acting,more ham,negative,There was more ham in the acting than you'll find in New York deli.
Christopher Nolan,After such a long wait tonget back to the cinema,positive,"Another Christopher Nolan masterpiece, After such a long wait tonget back to the cinema, Tenet reminded me why I missed it so much!"
Tenet,After such a long wait tonget back to the cinema,positive,"Another Christopher Nolan masterpiece, After such a long wait tonget back to the cinema, Tenet reminded me why I missed it so much!"
cast,excellent,positive,"Furthermore, the cast is excellent, the stunts are impressive, and the cinematography is striking."
stunts,impressive,positive,"Furthermore, the cast is excellent, the stunts are impressive, and the cinematography is striking."
cinematography,striking,positive,"Furthermore, the cast is excellent, the stunts are impressive, and the cinematography is striking."
Schindler's List,a touching look into humanism and a frightening look into the Holocaust,positive,"Schindler's List is the highlight of the 90's, a touching look into humanism and a frightening look into the Holocaust."
's,a touching look into humanism and a frightening look into the Holocaust,positive,"Schindler's List is the highlight of the 90's, a touching look into humanism and a frightening look into the Holocaust."
Max,stack the odds pretty high,neutral,"Scenes of bad guy fortresses, vehicles, and weapons stack the odds pretty high against Max and his new found friends."
Hardy,does a great job,positive,"Hardy could have done with a bit more dialogue though, but still does a great job along with Theron who really is the main focus of this film."
Theron,does a great job,positive,"Hardy could have done with a bit more dialogue though, but still does a great job along with Theron who really is the main focus of this film."
Tom Hardy,actors were desperate to be in a movie or wanted to cash grab,negative,"don't fall into this ""best movie ever trap"" I don't know if the actors were desperate to be in a movie or wanted to cash grab but these people Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Nathan Jones, Zoë Kravitz, Riley Keough, Rosie Huntington-Whiteley, Abbey Lee, Courtney Eaton."
Charlize Theron,best movie ever trap,negative,"don't fall into this ""best movie ever trap"" I don't know if the actors were desperate to be in a movie or wanted to cash grab but these people Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Nathan Jones, Zoë Kravitz, Riley Keough, Rosie Huntington-Whiteley, Abbey Lee, Courtney Eaton."
Nicholas Hoult,actors were desperate to be in a movie or wanted to cash grab,negative,"don't fall into this ""best movie ever trap"" I don't know if the actors were desperate to be in a movie or wanted to cash grab but these people Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Nathan Jones, Zoë Kravitz, Riley Keough, Rosie Huntington-Whiteley, Abbey Lee, Courtney Eaton."
Hugh Keays-Byrne,best movie ever trap,negative,"don't fall into this ""best movie ever trap"" I don't know if the actors were desperate to be in a movie or wanted to cash grab but these people Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Nathan Jones, Zoë Kravitz, Riley Keough, Rosie Huntington-Whiteley, Abbey Lee, Courtney Eaton."
Nathan Jones,actors were desperate to be in a movie or wanted to cash grab,negative,"don't fall into this ""best movie ever trap"" I don't know if the actors were desperate to be in a movie or wanted to cash grab but these people Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Nathan Jones, Zoë Kravitz, Riley Keough, Rosie Huntington-Whiteley, Abbey Lee, Courtney Eaton."
Rosie Huntington-Whiteley,best movie ever trap,negative,"don't fall into this ""best movie ever trap"" I don't know if the actors were desperate to be in a movie or wanted to cash grab but these people Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Nathan Jones, Zoë Kravitz, Riley Keough, Rosie Huntington-Whiteley, Abbey Lee, Courtney Eaton."
Abbey Lee,Courtney Eaton.,neutral,"don't fall into this ""best movie ever trap"" I don't know if the actors were desperate to be in a movie or wanted to cash grab but these people Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Nathan Jones, Zoë Kravitz, Riley Keough, Rosie Huntington-Whiteley, Abbey Lee, Courtney Eaton."
Courtney Eaton,Abbey Lee,neutral,"don't fall into this ""best movie ever trap"" I don't know if the actors were desperate to be in a movie or wanted to cash grab but these people Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Nathan Jones, Zoë Kravitz, Riley Keough, Rosie Huntington-Whiteley, Abbey Lee, Courtney Eaton."
Tarantino,there'd be star or two less,positive,"If it wasn't Tarantino, there'd be star or two less in the reviews."
George Miller,without a complex plot or tons and tons of dialogue,neutral,George Miller proves that a great movie can actually be made without a complex plot or tons and tons of dialogue.
speakers,sitting too close to the speakers at a concert,neutral,"Explosion after deafening explosion, like sitting too close to the speakers at a concert."
effects,they are empty,negative,"Movies today are too much of action, too much of effects, to much of dumping money but they are empty."
algorithms,slowly go out of control,negative,"Even chaos, such as in ""Ex Machina"", is carefully confined in modern, computerized buildings as its algorithms slowly go out of control."
MAD MAX,sit down,neutral,You sit down to watch a MAD MAX and you expect to see something else?
George Miller,what little dialogue,neutral,George Miller directed the cast well in what little dialogue there was.
acting,"black and white, the little girl, and the gripping soundtrack",positive,"Regarding the acting, black and white, the little girl, and the gripping soundtrack, brilliant Steven Spielberg and cast, THANK YOU!"
soundtrack,gripping,positive,"Regarding the acting, black and white, the little girl, and the gripping soundtrack, brilliant Steven Spielberg and cast, THANK YOU!"
Steven Spielberg,brilliant,positive,"Regarding the acting, black and white, the little girl, and the gripping soundtrack, brilliant Steven Spielberg and cast, THANK YOU!"
cast,THANK YOU!,positive,"Regarding the acting, black and white, the little girl, and the gripping soundtrack, brilliant Steven Spielberg and cast, THANK YOU!"
action scenes,feel gritty and tence,positive,"But this is a different story, aesthetically this film is stunning, the action scenes feel gritty and tence and the music is masterful (especially brothers in arms) loved this film from start to finish and my pulse hasn't raced during an action film like this for years."
music,masterful,positive,"But this is a different story, aesthetically this film is stunning, the action scenes feel gritty and tence and the music is masterful (especially brothers in arms) loved this film from start to finish and my pulse hasn't raced during an action film like this for years."
brothers in arms,the music is masterful,positive,"But this is a different story, aesthetically this film is stunning, the action scenes feel gritty and tence and the music is masterful (especially brothers in arms) loved this film from start to finish and my pulse hasn't raced during an action film like this for years."
action,the action scenes feel gritty and tence,positive,"But this is a different story, aesthetically this film is stunning, the action scenes feel gritty and tence and the music is masterful (especially brothers in arms) loved this film from start to finish and my pulse hasn't raced during an action film like this for years."
Bond,the Bond franchise.,neutral,The reference is the Bond franchise.
Cinematography,Nolan wants you to see again,neutral,"Cinematography is on point but why should i care about that when the movie is a huge mess, during the movie it became very clear to me that this is a movie that Nolan wants you to see again but why should i?"
Nolan,Nolan wants you to see again,neutral,"Cinematography is on point but why should i care about that when the movie is a huge mess, during the movie it became very clear to me that this is a movie that Nolan wants you to see again but why should i?"
Miller,well planned and exercised,positive,"It just doesn't let you breath for a second, which is well planned and exercised by Miller..."
Steven Spielberg's,subjectively,neutral,Maybe Steven Spielberg's very best films (subjectively) Spielberg has managed to create a film that will reverberate far into the future generations.
Spielberg,subjectively,neutral,Maybe Steven Spielberg's very best films (subjectively) Spielberg has managed to create a film that will reverberate far into the future generations.
performances,perfect,positive,"The performances are perfect, the direction is superb, and the story is one of the greatest imaginable."
direction,superb,positive,"The performances are perfect, the direction is superb, and the story is one of the greatest imaginable."
story,the story is one of the greatest imaginable,positive,"The performances are perfect, the direction is superb, and the story is one of the greatest imaginable."
Amon Goeth,particularly fine form,positive,The latter is on particularly fine form as the unremittingly evil Camp Commandant Amon Goeth.
cgi,sticks out like a sore thumb,negative,in most movies cgi sticks out like a sore thumb.
Action scenes,very reminiscent of his older movies,neutral,"Action scenes, aesthetics, main themes, everything was somehow very reminiscent of his older movies."
aesthetics,very reminiscent of his older movies,neutral,"Action scenes, aesthetics, main themes, everything was somehow very reminiscent of his older movies."
main themes,very reminiscent of his older movies,neutral,"Action scenes, aesthetics, main themes, everything was somehow very reminiscent of his older movies."
lead actor,he's stifling,negative,"I didn't mind the lead actor in some ways, but in other ways he's stifling."
action,it doesn't mean anything because you don't care about the characters,negative,Even though most of the action is done practically it doesn't mean anything because you don't care about the characters.
characters,it doesn't mean anything because you don't care about the characters,negative,Even though most of the action is done practically it doesn't mean anything because you don't care about the characters.
cast,beautifully shot,positive,This movie was beautifully shot and the overall cast was amazing!!!
Theron,wonderful,positive,"Both Theron and Hardy are wonderful, with Hardy giving Max a very different flavor from Mel Gibson."
Hardy,Hardy giving Max a very different flavor from Mel Gibson,positive,"Both Theron and Hardy are wonderful, with Hardy giving Max a very different flavor from Mel Gibson."
Hardy giving Max,a very different flavor,positive,"Both Theron and Hardy are wonderful, with Hardy giving Max a very different flavor from Mel Gibson."
flavor,Hardy giving Max a very different flavor,positive,"Both Theron and Hardy are wonderful, with Hardy giving Max a very different flavor from Mel Gibson."
Mel Gibson,Hardy giving Max a very different flavor,positive,"Both Theron and Hardy are wonderful, with Hardy giving Max a very different flavor from Mel Gibson."
special effects,boring,negative,The special effects was boring.
dialogue,awful yet (unintentionally) hilarious,negative,"Generally, the dialogue is awful yet (unintentionally) hilarious at times."
Mad Max,thoroughly enjoyable and entertaining,positive,"It also does become a bit repetitive, and it lacks some of the impact of the original Mad Max film, but still a thoroughly enjoyable and entertaining film."
Spielberg's,worse and worse,negative,Spielberg's movies get worse and worse.
Nolan,he is the best thing since Kubrick,positive,"Nolan proves he is the best thing since Kubrick, yet again."
Kubrick,Nolan proves he is the best thing,positive,"Nolan proves he is the best thing since Kubrick, yet again."
Mad Max,a wasteland warlord who controls the water supply,neutral,"Mad Max: Fury Road is about a wasteland warlord who controls the water supply and forces his people to do everything he desires, including using a group of women as breeders."
water,How did he wind up controlling all the water,neutral,How did he wind up controlling all the water?
Schlinder's List,continuously (and unsuccessfully I might add) fighting back tears,positive,"while watching Schlinder's List, I found myself continuously (and unsuccessfully I might add) fighting back tears."
Imperator Furiosa,she is the star of the movie,neutral,She plays Imperator Furiosa & she is the star of the movie.
speaker array,flame-shooting guitar player,neutral,"An inexplicable mobile drum quartet fronted by the largest unpowered speaker array seen anywhere, and an inexplicable flame-shooting guitar player."
guitar player,flame-shooting,neutral,"An inexplicable mobile drum quartet fronted by the largest unpowered speaker array seen anywhere, and an inexplicable flame-shooting guitar player."
Nolan,he need a Nobel just for his brain,neutral,"Nolan doesn't need a Oscar, he need a Nobel just for his brain."
music,loud music,negative,"The pumping, loud music is also annoying."
George Miller,the director,neutral,"George Miller, the director, also made the old Mad Max movies ..."
Tom Hardy,in back drop having very rugged look,neutral,The movie starts with Tom Hardy in back drop having very rugged look reciting the prologue.
fast forward button,I stuck it out to the end,negative,That I stuck it out to the end had more to do with my fast forward button.
film,in black and white,neutral,"The film grasps your attention from start to finish, despite being in black and white and it being a lengthy film."
film,in black and white,neutral,"The film grasps your attention from start to finish, despite being in black and white and it being a lengthy film."
goofs,continuity errors,negative,"The very long list of ""goofs"" (continuity errors) is not surprising."
script,quality of the script shows that there is no reason not to give 10 points,positive,"In addition to being a realistic film that was unreservedly reflecting on what was happening in the concentration camps of Nazi Germany during World War II, the success of the actors and the quality of the script shows that there is no reason not to give 10 points."
Washington,Branman steals the show,positive,"Washington, Debecki and Pattinson shine but Branman steals the show!"
Debecki,Branman steals the show,positive,"Washington, Debecki and Pattinson shine but Branman steals the show!"
Pattinson,Branman steals the show,positive,"Washington, Debecki and Pattinson shine but Branman steals the show!"
Branman,steals the show,positive,"Washington, Debecki and Pattinson shine but Branman steals the show!"
story,complete story and perfect scene,positive,"In a all, the story is worth to watch with complete story and perfect scene."
story,complete story and perfect scene,positive,"In a all, the story is worth to watch with complete story and perfect scene."
Tom Hardy,a very good selection,positive,"But, Tom Hardy is a very good selection considering the way this movie was constructed, also Theron teams up with this guy pretty good against the maniacs from the Wasteland."
Theron,pretty good against the maniacs from the Wasteland,neutral,"But, Tom Hardy is a very good selection considering the way this movie was constructed, also Theron teams up with this guy pretty good against the maniacs from the Wasteland."
space,rarefied movie space,neutral,"It occupies a rarefied movie space along with Star Wars, Cuckoo's Nest, Casablanca, Spinal Tap and Patton."
Star Wars,rarefied movie space,neutral,"It occupies a rarefied movie space along with Star Wars, Cuckoo's Nest, Casablanca, Spinal Tap and Patton."
Spinal Tap,rarefied movie space,neutral,"It occupies a rarefied movie space along with Star Wars, Cuckoo's Nest, Casablanca, Spinal Tap and Patton."
Patton,rarefied movie space,neutral,"It occupies a rarefied movie space along with Star Wars, Cuckoo's Nest, Casablanca, Spinal Tap and Patton."
Christopher Nolen,purley,positive,"Critics are rating it purley because its the great Christopher Nolen, and they are scared they'd be seen as stupid if they said anything other that this is an amzing film."
acting,This also managed to bring out some of the greatest acting I have seen.,positive,This also managed to bring out some of the greatest acting I have seen.
Christopher Nolan,Christopher Nolan has done it again.,positive,Christopher Nolan has done it again.
Tom Hardy,good actors who were reduced to little more than grunts and tepid dialogue,negative,Tom Hardy and Charlize Theorn are two very good actors who were reduced to little more than grunts and tepid dialogue for the whole two hours of pointlessness.
Charlize Theorn,two very good actors,positive,Tom Hardy and Charlize Theorn are two very good actors who were reduced to little more than grunts and tepid dialogue for the whole two hours of pointlessness.
visual images,thoughtful and provocative,positive,The visual images are thoughtful and provocative.
FX,If you are a fan of overly special FX and brainless screenplay,neutral,If you are a fan of overly special FX and brainless screenplay - go there.
screenplay,brainless,negative,If you are a fan of overly special FX and brainless screenplay - go there.
director,to acknowledge the abhorrent events of the time,negative,"To weep as you watch is not to fall prey to the director's manipulative imagery, but to acknowledge the abhorrent events of the time."
Schindler's list,one of the great ones,positive,Schindler's list is one of the great ones.
Tom Hardy,fill the shoes of,positive,Tom Hardy fill the shoes of Mel Gibson and brings his own take on the role.
Mel Gibson,brings his own take on the role,positive,Tom Hardy fill the shoes of Mel Gibson and brings his own take on the role.
George Miller,his greatest ideas in his mind,positive,"George Miller returns with his greatest ideas in his mind, resulting in raising the bar in all terms for the genre - colorful characters, satisfactory plot, delightful setting, enigmatic character and story backgrounds, multiple references to other movies of the series, and enough of personal and overall human drama."
characters,enigmatic,positive,"George Miller returns with his greatest ideas in his mind, resulting in raising the bar in all terms for the genre - colorful characters, satisfactory plot, delightful setting, enigmatic character and story backgrounds, multiple references to other movies of the series, and enough of personal and overall human drama."
setting,delightful,positive,"George Miller returns with his greatest ideas in his mind, resulting in raising the bar in all terms for the genre - colorful characters, satisfactory plot, delightful setting, enigmatic character and story backgrounds, multiple references to other movies of the series, and enough of personal and overall human drama."
director,Check if you don't believe me,neutral,(Check if you don't believe me)Once again the German people made out to be monsters by a Jewish director.
gentleman's officers,sitting in the elegant piano of fiddling with the keys of the jews,neutral,"They raised their butcher's knife to kill innocent jewish people, they used a ruthless face to the fascist brutality of take in everything in a glance, I can't forget those who hid in the floor to avoid the nazis came for the wardrobe and under the bed, trembling of women and children forget German soldiers in found that after surviving jews rushing a leave their guns, a gentleman's officers sitting in the elegant piano of fiddling with the keys of the jews, like Mozart's music is accompanied by the way, like punctured beans gunfire as dance music is a god of death."
Mozart's,fiddling with the keys of the jews,neutral,"They raised their butcher's knife to kill innocent jewish people, they used a ruthless face to the fascist brutality of take in everything in a glance, I can't forget those who hid in the floor to avoid the nazis came for the wardrobe and under the bed, trembling of women and children forget German soldiers in found that after surviving jews rushing a leave their guns, a gentleman's officers sitting in the elegant piano of fiddling with the keys of the jews, like Mozart's music is accompanied by the way, like punctured beans gunfire as dance music is a god of death."
mad max,I had no idea what to expect going into the movie,neutral,"I have never seen previous mad max movies before, so I had no idea what to expect going into the movie."
Tenet,teneT is even better,positive,Tenet is good; teneT is even better.
teneT,even better,positive,Tenet is good; teneT is even better.
dental night guard,if you've got one,neutral,And this movie is so intense I recommend you wear your dental night guard if you've got one.
gasoline,almost smell,neutral,you can almost smell the gasoline.
Nolans,so boring,negative,"It is Nolans worst film, so boring!"
Max Rockatansky,Along the way she meets Max Rockatansky...,neutral,Along the way she meets Max Rockatansky...
quality,people in the US have lowered their standards,negative,The problem is that people in the US have lowered their standards and are accepting more and more mediocre crap instead of insisting upon quality.
schindler,strike directly at the heart of people,positive,"From any Angle of the film, schindler has reached the power to strike directly at the heart of people."
Monk,a harbinger of the last humanity,neutral,"Monk in front of Helen's words, and finally only fear trembling Helen, hesitant not to kiss, and finally turned into beating and violence, but also a harbinger of the last humanity of monk at that time."
Helen,"hesitant not to kiss, and finally turned into beating and violence",neutral,"Monk in front of Helen's words, and finally only fear trembling Helen, hesitant not to kiss, and finally turned into beating and violence, but also a harbinger of the last humanity of monk at that time."
Helen,"hesitant not to kiss, and finally turned into beating and violence",neutral,"Monk in front of Helen's words, and finally only fear trembling Helen, hesitant not to kiss, and finally turned into beating and violence, but also a harbinger of the last humanity of monk at that time."
monk,a harbinger of the last humanity,neutral,"Monk in front of Helen's words, and finally only fear trembling Helen, hesitant not to kiss, and finally turned into beating and violence, but also a harbinger of the last humanity of monk at that time."
