,Text,Intent
19963,"i want to rollover my 401k , can i",rollover_401k
19964,help me rollover my 401k,rollover_401k
19965,do you know the process to rollover my 401k,rollover_401k
19966,tell me how to rollover my 401k,rollover_401k
19967,my 401k needs to rollover and i need your help,rollover_401k
19968,let me know how to rollover my 401k,rollover_401k
19969,what do i have to do to transfer my 401k,rollover_401k
19970,what company made this ai,who_made_you
19971,what is the name of the person who made you,who_made_you
19972,who is the person that brought you to life,who_made_you
19973,who is the one that made you,who_made_you
19974,who is your maker,who_made_you
19975,which company made you,who_made_you
19976,who assembled you,who_made_you
19977,i wanna know who programmed you,who_made_you
19978,let me know who programmed you,who_made_you
19979,who made you,who_made_you
19980,i wanna know your maker,who_made_you
19981,who was your maker,who_made_you
19982,who is the one who programmed you,who_made_you
19983,i must know who programmed you,who_made_you
19984,tell me who your maker was,who_made_you
19985,what was the company that designed you,who_made_you
19986,do you know what company were you designed by,who_made_you
19987,let me know which company were you designed by,who_made_you
19988,what company were you designed by,who_made_you
19989,can you let me know what company were you designed by,who_made_you
19990,which company were you designed by,who_made_you
19991,tell me who made you please,who_made_you
19992,can you tell me who made you,who_made_you
19993,whats the name of the person who made you,who_made_you
19994,what company did the design for this,who_made_you
19995,what company did this design,who_made_you
19996,what company is responsible for this design,who_made_you
19997,what company designed this,who_made_you
19998,"for this design, what company did it",who_made_you
19999,name the person or group that programmed you,who_made_you
20000,which way do we go and how long will it take to get to the sears tower in chicago,distance
20001,"so, does it take long to get to dodger stadium in anaheim",distance
20002,how many minutes will it take to get to the empire state building in manhattan,distance
20003,what's the mileage to get the the taj mahal in atlantic city,distance
20004,does it take long to get to yankee stadium in the bronx,distance
20005,how much time is left until we get there,distance
20006,what's the time to destination going via bus to omaha,distance
20007,how far from our destination are we,distance
20008,how many minutes am i from texaco,distance
20009,how long will i be on the bus if i rid it to seattle,distance
20010,is it going to be much longer until i reach the bank,distance
20011,am i close to arriving at the post office,distance
20012,what's the estimated travel time to get to dc via bus,distance
20013,when will i arrive at hy-vee,distance
20014,how long does it take to get to el paso on a bus,distance
20015,how long will it take me to get to walmart,distance
20016,what's the average time to boston when riding a bus,distance
20017,when will the bus get me to vermont,distance
20018,how long will i be on the bus to new orleans,distance
20019,how long is a bus ride to staples,distance
20020,how long does it take to get downtown by bus,distance
20021,what time will i get to the beach taking the bus,distance
20022,how far am i from orlando,distance
20023,give me an eta on when i will arrive at my destination,distance
20024,tell me how much longer i will have to drive to reach the destination,distance
20025,when will i get to orlando,distance
20026,how much farther is orlando from my location,distance
20027,do i have a ways to go or am i close to getting to penn station,distance
20028,please give me the approximate amount of time i will need to go from jfk international airport to penn station,distance
20029,can you tell me about what time i should be arriving at the airport,distance
20030,how do you refer to me,user_name
20031,call my name,user_name
20032,what do i go by,user_name
20033,say my name,user_name
20034,what do you think my name is,user_name
20035,what do you think i'm called,user_name
20036,what do you have for my name,user_name
20037,how do you address my name,user_name
20038,what's your designation,user_name
20039,what do you call me,user_name
20040,i want to hear my name,user_name
20041,my name,user_name
20042,what's my name,user_name
20043,what's my name on file,user_name
20044,what name do you have for me,user_name
20045,what did i tell you to call me,user_name
20046,please tell me the name that you have for me,user_name
20047,i need to know the name that you have for me,user_name
20048,can you tell me what name you have for me,user_name
20049,tell me what name you have for me,user_name
20050,i would like to know the name you have for me,user_name
20051,what is the name you have for me,user_name
20052,could you tell me my name,user_name
20053,do you have a name for me,user_name
20054,can you tell me my name for me,user_name
20055,what's the name you use for me,user_name
20056,you call me what,user_name
20057,what do you know me by,user_name
20058,you know me by what right now,user_name
20059,what's the way you refer to me,user_name
20060,what's the timezone for britain,timezone
20061,i need the time zone for la,timezone
20062,i would like to know the timezone for britain,timezone
20063,i need la's time zone,timezone
20064,i need to know britain's timezone,timezone
20065,what timezone is britain in,timezone
20066,can you tell me britain's timezone,timezone
20067,what is the la's time zone,timezone
20068,can you tell me the time zone for la,timezone
20069,what is texas's timezone,timezone
20070,tell me the timezone for california,timezone
20071,what timezone would missouri be in,timezone
20072,what timezone do they use in arizona,timezone
20073,is new york in mountain timezone,timezone
20074,what is the timezone for la,timezone
20075,what is the timezone for new york,timezone
20076,what is the timezone for san francisco,timezone
20077,what is the timezone for paris,timezone
20078,what is the timezone for houston,timezone
20079,denver's timezone is what,timezone
20080,does denver reside in the eastern timezones,timezone
20081,which timezone is denver located,timezone
20082,"denver's timezone is a mystery, i wonder where its located",timezone
20083,in which time zone does denver reside,timezone
20084,what's the timezone in valencia,timezone
20085,what's the timezone now in hiram,timezone
20086,timezone in salt lake city,timezone
20087,timezone currently in mobile,timezone
20088,what time is it in phoenix,timezone
20089,can you give me the timezone for the country,timezone
20090,"i don't like this song, can skip it",next_song
20091,can we move onto the next song,next_song
20092,"skip this song, please",next_song
20093,can you swipe to the next song,next_song
20094,"next song, please!",next_song
20095,start the next song,next_song
20096,go to the next song and play it,next_song
20097,move forward one song,next_song
20098,play the next one,next_song
20099,skip to next track,next_song
20100,skip ahead one song,next_song
20101,go to upcoming song,next_song
20102,play the next song please,next_song
20103,i dont want to listen to this song,next_song
20104,could you hit next,next_song
20105,can you go to the next song,next_song
20106,let's go to the next song please,next_song
20107,maybe we can go to the next song,next_song
20108,may i suggest we go to the next song,next_song
20109,please can we go to the next song,next_song
20110,might we go to the next song,next_song
20111,next track,next_song
20112,skip to the next track,next_song
20113,skip this track,next_song
20114,play next song,next_song
20115,next song,next_song
20116,change this song please,next_song
20117,i want you to play the next song,next_song
20118,play the next song please if you would,next_song
20119,please play the next track,next_song
20120,i need to know all my spending transactions,transactions
20121,when did i last make a purchase,transactions
20122,how much did i spend on my most recent transaction,transactions
20123,show me my ten most recent transactions on account xyz,transactions
20124,i want to see all transactions in the past month for all accounts,transactions
20125,show me my recent transactions from account xyz,transactions
20126,open bank app and show my most recent transactions,transactions
20127,are you able to find my recent transactions for me,transactions
20128,i made a transaction recently,transactions
20129,what was my recent transaction,transactions
20130,i want to know what my recent transaction was,transactions
20131,i need information about my recent transaction,transactions
20132,state recent transaction,transactions
20133,is my visa bill over my limit this month,transactions
20134,what have i spent things on,transactions
20135,show my transactions,transactions
20136,what were my last 10 charges on my credit card,transactions
20137,show what i have spent things on,transactions
20138,how much have i spent on my debit card this month,transactions
20139,how much have i spent on my bank card sine i last paid my bill,transactions
20140,how much was my last target trip,transactions
20141,can you verify my recent visa card transaction,transactions
20142,what was my recent transaction on my visa card,transactions
20143,what is the last transaction on my visa card,transactions
20144,show my my most recent visa card transaction,transactions
20145,please review my recent visa card transaction,transactions
20146,how many transactions do i have on flower shops from last wednesday between 2pm and 7pm,transactions
20147,what transactions did i make on electronics this morning after 6am,transactions
20148,what is the largest transaction i have made on video games this month,transactions
20149,what transactions do i have on groceries from yesterday,transactions
20150,please give me the name of a few good options for places to eat dinner tonight,restaurant_suggestion
20151,i need some suggestions for dinner places tonight,restaurant_suggestion
20152,what are some good places to go out for dinner in my area tonight,restaurant_suggestion
20153,show me some restaurants that have high reviews for eating out,restaurant_suggestion
20154,can you search recommended casual restaurants for tonight in philadelphia,restaurant_suggestion
20155,where can i go to eat,restaurant_suggestion
20156,where can i get some good food,restaurant_suggestion
20157,"in cleveland, are there any good places that serve clams",restaurant_suggestion
20158,does cleveland have any good places that serve clams,restaurant_suggestion
20159,can you find any good places in cleveland that serve clams,restaurant_suggestion
20160,are there good clam places in cleveland,restaurant_suggestion
20161,are there any good places in cleveland that serve clams,restaurant_suggestion
20162,"could you suggest a french restaurant, please",restaurant_suggestion
20163,can you suggest a french restaurant,restaurant_suggestion
20164,can you suggest a thai restaurant,restaurant_suggestion
20165,"can you suggest a french restaurant, please",restaurant_suggestion
20166,"can you suggest a thai restaurant, please",restaurant_suggestion
20167,are there are any good places in washington that serve cheese pizza,restaurant_suggestion
20168,what's the food can easily get in canada,restaurant_suggestion
20169,what are the best places to get shrimp in chicago,restaurant_suggestion
20170,what are the best restaurants open tonight,restaurant_suggestion
20171,i need a list of good places to eat near me,restaurant_suggestion
20172,pull up some recommendations for places serving fish in maine,restaurant_suggestion
20173,where should i go for food tonight,restaurant_suggestion
20174,where should i eat,restaurant_suggestion
20175,any fantastic restaurants to get shrimp at in atlanta,restaurant_suggestion
20176,give me a list of places that serve the best wings in charlotte,restaurant_suggestion
20177,i need reviews for places serving tacos in chicago,restaurant_suggestion
20178,give me restaurant reccomendations,restaurant_suggestion
20179,where can i satisfy my craving for french food in milwaukee,restaurant_suggestion
20180,x card has earned how many points,rewards_balance
20181,can you give me a points update on my rewards plus card,rewards_balance
20182,can you pull up how many points i've earned with travel card,rewards_balance
20183,what is the updated points that i earned with synovus card,rewards_balance
20184,how many points do i have on my six flags rewards card,rewards_balance
20185,i would like to check my rewards for my credit card,rewards_balance
20186,i need to check my rewards for my credit card,rewards_balance
20187,i wanna know how many points have i earned with my credit card,rewards_balance
20188,i would like to know my debit card's rewards balance,rewards_balance
20189,i would like to know how many points have i earned with my credit card,rewards_balance
20190,i need to know my credit card's rewards balance,rewards_balance
20191,i wanna know my credit card's rewards balance,rewards_balance
20192,i really need to check my rewards for my credit card,rewards_balance
20193,i would like to check my rewards for my debit card,rewards_balance
20194,i wish to know my debit card's rewards balance,rewards_balance
20195,i wanna check my rewards for my credit card,rewards_balance
20196,tell me my debit card's rewards balance,rewards_balance
20197,i need to understand how many points have i earned with my credit card,rewards_balance
20198,i must know how many points have i earned with my credit card,rewards_balance
20199,i gotta know how many points i have gotten with my debit card,rewards_balance
20200,how many points earned do i have with my american express card,rewards_balance
20201,how many points have i earned with my paypal credit card so far,rewards_balance
20202,i have points on my capital one card and i'd like to know how many i've earned,rewards_balance
20203,"have i earned points with my venture card, and how many",rewards_balance
20204,what do my visa points look like,rewards_balance
20205,how many points do i have on my visa,rewards_balance
20206,tell me the number of points on my visa card,rewards_balance
20207,give me the point total on my visa card,rewards_balance
20208,what points have i earned on my visa,rewards_balance
20209,how many rewards points do i have on my rewards points i have on my mastercard,rewards_balance
20210,i have a car payment that needs to be paid,pay_bill
20211,i need to put in a payment towards my phone bill,pay_bill
20212,help me get my gas bill paid,pay_bill
20213,pay my con edison bill using my capital one account,pay_bill
20214,"use my navy federal account and pay this month's verizon bill, please",pay_bill
20215,please pay my sprint bill using my bank of america checking account,pay_bill
20216,i need some assistance paying my utilities bill,pay_bill
20217,i need a hand getting this gas bill paid,pay_bill
20218,can you help me pay my electricity bill,pay_bill
20219,i have to pay my water bill but need help doing it,pay_bill
20220,i am going to need help paying my rent bill,pay_bill
20221,i want to pay my bill,pay_bill
20222,can you help me pay my bill,pay_bill
20223,i want to pay my bill through the app,pay_bill
20224,pay my electric bill for me,pay_bill
20225,"pull up my electric bill, i want to pay it",pay_bill
20226,how do i pay my electric bill,pay_bill
20227,"i want to pay my electric bill, can you do it for me",pay_bill
20228,pay my light bill,pay_bill
20229,pay my utility bill from my bank account,pay_bill
20230,charge my internet bill to the corporate account,pay_bill
20231,pay my gas bill with my checking account,pay_bill
20232,i need to pay my electric bill,pay_bill
20233,i know i should pay my electric bill,pay_bill
20234,"today my electric bill will be paid, or should be",pay_bill
20235,today is the day i should pay my electric bill,pay_bill
20236,my electric bill should be paid today,pay_bill
20237,i need to pay my visa,pay_bill
20238,pay $175 on my visa,pay_bill
20239,i'd like to pay $4735 to my water bill,pay_bill
20240,what's the total i've spent on shoes this month,spending_history
20241,how many dollars have i spent on coffee this month,spending_history
20242,what have i spent on food this month,spending_history
20243,how much have i spent on tires this month,spending_history
20244,how much have i been spending on booze this month,spending_history
20245,what have i spent on fast food recently,spending_history
20246,how much total have i spent on fast food lately,spending_history
20247,how much fast food have i bought recently,spending_history
20248,check how much i spent this week,spending_history
20249,how much money have i spent on fast food lately,spending_history
20250,how much money have a spent in the last week,spending_history
20251,how much money did i spend this weekend,spending_history
20252,tell me how much money i've spent on fast food in the past week,spending_history
20253,what is the total amount i spent last week,spending_history
20254,what've i spent on gas this month,spending_history
20255,have i gone over my entertainment budget,spending_history
20256,would you say i've spent too much money on chips as of late,spending_history
20257,"looking at this week only, have i overspent on hoagies",spending_history
20258,do i overspend when it comes to fast food,spending_history
20259,"looking at the past month, what did i spend total",spending_history
20260,have i gone over my chocolate budget lately,spending_history
20261,how much have i spent this week,spending_history
20262,about how much did i spend recently,spending_history
20263,tell me how much i have been buying as of late,spending_history
20264,what did i spend on beer last month,spending_history
20265,did i stick to my dinner budget,spending_history
20266,how much have i spent on video games recently,spending_history
20267,do i spend too much on beer,spending_history
20268,what are my finances like lately,spending_history
20269,how much money have i spent recently,spending_history
20270,did my vacation get approval,pto_request_status
20271,do you know if vacation got approved,pto_request_status
20272,does my vacation have approval,pto_request_status
20273,can you let me know if my vacation was approved,pto_request_status
20274,any news on my vacation,pto_request_status
20275,tell me if my vacation was approved yet,pto_request_status
20276,was there any progress on my vacation request,pto_request_status
20277,is my vacation approved,pto_request_status
20278,is my request going to be approved for vacation,pto_request_status
20279,is vacation a go,pto_request_status
20280,will i get my time off approved,pto_request_status
20281,how is my vacation looking,pto_request_status
20282,did the manager approve my vacation yet,pto_request_status
20283,any new info on my vacation,pto_request_status
20284,any update on my vacation,pto_request_status
20285,is there a status update on my vacation approval,pto_request_status
20286,can you notify me when my vacation days have approved,pto_request_status
20287,when will my vacation time be confirmed,pto_request_status
20288,when will i hear back about my days off,pto_request_status
20289,am i okay to take those vacation days,pto_request_status
20290,has my vacation time been approved,pto_request_status
20291,what is the day off request status as of now,pto_request_status
20292,what is the day off request status please,pto_request_status
20293,what is the day off request status if you would tell me,pto_request_status
20294,what is the day off request status,pto_request_status
20295,what is the day off request status if you could tell me,pto_request_status
20296,i need to know status of my day off request,pto_request_status
20297,i want to know the status of my vacation request,pto_request_status
20298,tell me status of my day off request,pto_request_status
20299,please let me know the status of my vacation request,pto_request_status
20300,i would like to know my credit score,credit_score
20301,tell me what my credit score is,credit_score
20302,can you find what my credit score is,credit_score
20303,how is my credit score numberwise,credit_score
20304,what credit score number do i have,credit_score
20305,what is my credit score number,credit_score
20306,how much is my credit score,credit_score
20307,what number is my credit score currently,credit_score
20308,is my credit score over 700 yet,credit_score
20309,please give me my current credit score,credit_score
20310,i'm trying to raise my credit score can you tell me what it is now,credit_score
20311,i need to know what my credit score is,credit_score
20312,could you tell me what my credit score is,credit_score
20313,give me my credit score please,credit_score
20314,could you share my credit score,credit_score
20315,how's my credit score,credit_score
20316,i was wondering what my credit score is,credit_score
20317,where do i go for my credit score,credit_score
20318,i need to find my credit score,credit_score
20319,how can i locate my credit score,credit_score
20320,what is my credit rating,credit_score
20321,i want to know my credit rating,credit_score
20322,my credit rating is what,credit_score
20323,tell me my credit raing,credit_score
20324,give me my credit rating,credit_score
20325,please tell me what my credit score is,credit_score
20326,i'd like you to check on my credit score,credit_score
20327,let me know what my credit score is today,credit_score
20328,can you check my credit score,credit_score
20329,can you check my credit score for me,credit_score
20330,i would like to get a new credt card,new_card
20331,i would love to get a new credit card,new_card
20332,do you have any information on how to open a new credit card,new_card
20333,tell me how to apply for a new credit card,new_card
20334,tell me how to apply for a credit card,new_card
20335,i want to know how to go about getting a new credit card,new_card
20336,please tell me how to get a new credit card,new_card
20337,am i eligible for a new credit card,new_card
20338,i need to get a new credit card application,new_card
20339,what's the best way to get a mastercard,new_card
20340,is this where i apply for a new credit card,new_card
20341,how do i apply do get myself a visa,new_card
20342,can you complete an application for a new credit card for me,new_card
20343,i need to get a mastercard somehow,new_card
20344,how can i get a visa card,new_card
20345,can i apply here for a new card,new_card
20346,does bank of america give credit cards to people like me,new_card
20347,what do i do to get a visa card,new_card
20348,is it possible for me to get a better credit card,new_card
20349,how do i submit an application for a discover card,new_card
20350,how do i apply for american express,new_card
20351,find out if there's a new credit card that suits me,new_card
20352,how do i apply for a new credit card,new_card
20353,what's it take to get a mastercard,new_card
20354,can i apply for a visa card,new_card
20355,how do i apply for a visa card,new_card
20356,i wish to apply for a visa card,new_card
20357,help me apply for a visa card,new_card
20358,is there a list of good credit cards i can choose from to apply for,new_card
20359,how can i find a new credit card to apply to,new_card
20360,is my luggage lost,lost_luggage
20361,why is my luggage not here,lost_luggage
20362,what happened to my luggage,lost_luggage
20363,i need help finding my luggage,lost_luggage
20364,what steps should i take if my luggage has been lost,lost_luggage
20365,i seem to have lost my luggage! what are my options now,lost_luggage
20366,what would be the best way to deal with lost luggage,lost_luggage
20367,it appears that my luggage has been lost,lost_luggage
20368,i'm afraid my luggage has gone missing,lost_luggage
20369,i am a bit panicked because my luggage seems to have gone missing,lost_luggage
20370,i have no idea where my luggage went!,lost_luggage
20371,unfortunately it would appear that my luggage is totally lost,lost_luggage
20372,how should i proceed if i accidentally lost my luggage,lost_luggage
20373,"if i lost my luggage, what should i do next",lost_luggage
20374,i have no idea where my luggage is,lost_luggage
20375,i think my luggage has been misplaced,lost_luggage
20376,what do i have to do if i lost my luggage,lost_luggage
20377,i think my luggage is lost,lost_luggage
20378,my luggage appears to be lost,lost_luggage
20379,i can't seem to track down my luggage,lost_luggage
20380,what is the next thing i should do if i lost my luggage,lost_luggage
20381,what step should i take next if i lost my luggage,lost_luggage
20382,i've lost my luggage what should i do now,lost_luggage
20383,what should i do about losing my luggage,lost_luggage
20384,where would i find my luggage,lost_luggage
20385,my luggage has been misplaced,lost_luggage
20386,i can't find my luggage,lost_luggage
20387,i lost all my stuff that i had packed,lost_luggage
20388,my luggage has disappeared,lost_luggage
20389,it appears my luggage is lost,lost_luggage
20390,may you say that again,repeat
20391,can you please repeat that,repeat
20392,can you please say that again,repeat
20393,may you please say that again,repeat
20394,would you say it again please,repeat
20395,would you repeat what you said earlier,repeat
20396,i would like you to repeat it,repeat
20397,repeat please,repeat
20398,"pardon, i didn't hear you",repeat
20399,i didn't hear you can you say that again,repeat
20400,i didn't catch that,repeat
20401,could you repeat that,repeat
20402,say again please,repeat
20403,would you mind repeating that,repeat
20404,"sorry, i didn't catch that could you say it again",repeat
20405,i need you to repeat that please,repeat
20406,repeat that for me please,repeat
20407,what did you just say,repeat
20408,please say it one more time,repeat
20409,sorry i missed that,repeat
20410,i didn't understand you,repeat
20411,can you repeat the question again,repeat
20412,can you phrase that question again,repeat
20413,what'd you say,repeat
20414,please repeat the last thing,repeat
20415,repeat that,repeat
20416,can you repeat that,repeat
20417,what were you just saying,repeat
20418,come again,repeat
20419,"can you say that again, please",repeat
20420,tell me: car gas mileage,mpg
20421,what is my car's gas mileage,mpg
20422,tell me what the gas mileage is on my car,mpg
20423,what is the gas mileage of my car,mpg
20424,check: car gas mileage,mpg
20425,what is my car's mpg,mpg
20426,"what is my car's mpg, please",mpg
20427,what's my car's mpg,mpg
20428,"what's my car's mpg, please",mpg
20429,what is the highway mpg of this car,mpg
20430,hows the city mpg of this car,mpg
20431,what is the highway mpg on this car like,mpg
20432,what mpg does this car get in the city,mpg
20433,how many mpg does this car get in the city,mpg
20434,tell me about this car's highway mpg,mpg
20435,can i have more information about this car's highway mpg,mpg
20436,what is the city mpg on this car,mpg
20437,whats the mpg for this car,mpg
20438,whats the mpg of this car,mpg
20439,i need to know my cars mpg,mpg
20440,can i get this car's mpg,mpg
20441,i would like to know the mpg of my car,mpg
20442,what kind of mileage am i getting,mpg
20443,what the mpg,mpg
20444,can you tell me my vehicles mpg,mpg
20445,whats the fuel economy of this car,mpg
20446,what kind of mileage does this car get,mpg
20447,mpg for this car please,mpg
20448,what is the miles per gallon,mpg
20449,how is the car's fuel economy,mpg
20450,am i due for an oil change yet,oil_change_when
20451,when is the next time i should change my oil,oil_change_when
20452,when is my car due for its next oil change,oil_change_when
20453,when am i due for my next oil change,oil_change_when
20454,when should i get my next oil change,oil_change_when
20455,when's the next time i should change my oil,oil_change_when
20456,when should i get my car's oil changed next,oil_change_when
20457,when is the next time i need to get an oil change,oil_change_when
20458,when is my car's next oil change supposed to be,oil_change_when
20459,how long until my next oil change,oil_change_when
20460,when's the next time i ought to change my oil,oil_change_when
20461,when's the next time i have to get an oil change,oil_change_when
20462,when should i get my oil changed,oil_change_when
20463,when should i get the oil changed in my car,oil_change_when
20464,figure out when my car will next need an oil change,oil_change_when
20465,can you recommend for me when to next get my oil changed,oil_change_when
20466,when do you think i ought to change the oil in my car next,oil_change_when
20467,how soon until i will need to get my oil changed,oil_change_when
20468,find out for me when my car is next due for an oil change,oil_change_when
20469,where can i find information on oil changes for my car,oil_change_when
20470,what are the manufacturers guidance on oil changes,oil_change_when
20471,is my car due for it's next oil change,oil_change_when
20472,what is the recommended interval to get my oil changed,oil_change_when
20473,when will i need my next oil change,oil_change_when
20474,how often should i change the oil,oil_change_when
20475,do i need to change my oil soon,oil_change_when
20476,when will my oil change be due for this car,oil_change_when
20477,is my oil change coming up soon,oil_change_when
20478,what's my oil change status,oil_change_when
20479,when does this car need oil changes,oil_change_when
20480,i will say yes as my response,yes
20481,my answer to your question is yes,yes
20482,yes is my answer,yes
20483,"yes, ai, that is correct",yes
20484,that's true,yes
20485,that's correct,yes
20486,that checks out,yes
20487,that's right,yes
20488,affirmative,yes
20489,"yes, that is factual",yes
20490,"yes, that happens to be correct",yes
20491,that would be correct,yes
20492,thats right,yes
20493,"yes, this is true",yes
20494,sure,yes
20495,okay,yes
20496,definitely,yes
20497,roger that,yes
20498,i agree,yes
20499,absolutely,yes
20500,you're right,yes
20501,"yes, that's right",yes
20502,please let's do it,yes
20503,yes please,yes
20504,can we please,yes
20505,"yes, please",yes
20506,10-4,yes
20507,ya,yes
20508,yup,yes
20509,great,yes
20510,what are some interesting things i can do while in raleigh,travel_suggestion
20511,can you help me pick some fun things to do in london during my trip,travel_suggestion
20512,"help me plan my traveling itinerary for my trip to madrid, i want to see lots of sights!",travel_suggestion
20513,help me pick a new location to travel to,travel_suggestion
20514,can you do some research about the best places to travel,travel_suggestion
20515,tell me some fun activities to do in oklahoma city,travel_suggestion
20516,what are some popular tourist activities in mexico city,travel_suggestion
20517,i am itching to travel but don't know where to go,travel_suggestion
20518,give me some recommendations of good tourist attractions in montreal,travel_suggestion
20519,tell me some fun tourist attractions in london,travel_suggestion
20520,give me some ideas of what to do during my trip to dallas,travel_suggestion
20521,find out the best tourist attractions to visit in moscow,travel_suggestion
20522,i want some suggestions for tourist activities in dublin,travel_suggestion
20523,i am traveling to paris soon and would like some suggestions of what to do and see,travel_suggestion
20524,what are some local attractions in portland,travel_suggestion
20525,what sorts of activities should i get up to while i am in dublin,travel_suggestion
20526,i want to explore a new place but don't know where i should go do you have any ideas,travel_suggestion
20527,please give me some ideas of fun tourist activities to do while i am in paris,travel_suggestion
20528,can you throw out some suggestions to me of places to travel to,travel_suggestion
20529,suggest some things for me to do while i am in los angeles,travel_suggestion
20530,let me know some things to do in phoenix,travel_suggestion
20531,let me know some things i can do in dallas,travel_suggestion
20532,i wanna know some things to do in phoenix,travel_suggestion
20533,i would like to do some things in phoenix,travel_suggestion
20534,tell me some things to do in phoenix,travel_suggestion
20535,what are some fun silly things to do in new jersey,travel_suggestion
20536,what are some cool tourist attractions in england,travel_suggestion
20537,what are some fun local experiences in canada,travel_suggestion
20538,what are some fun tourist things to do in mumbai,travel_suggestion
20539,what are some fun cheap activities to do in colorado,travel_suggestion
20540,which insurance plan to i have,insurance
20541,do you know which insurance plan i have,insurance
20542,what kind of insurance plan am i in,insurance
20543,what health coverage do i have,insurance
20544,what are the details on my health care plan,insurance
20545,which insurance plan am i enrolled in,insurance
20546,what is my health insurance,insurance
20547,what insurance plan am i enrolled in,insurance
20548,check on my health care plan,insurance
20549,what's my health insurance plan,insurance
20550,what sort of health benefits do i have,insurance
20551,"which health plan do i have, again",insurance
20552,tell me about my health benefits,insurance
20553,what's the name of my health insurance plan,insurance
20554,explain my health benefits,insurance
20555,what are my health insurance benefits,insurance
20556,what specific health plan do i have,insurance
20557,tell me the full name of my health plan,insurance
20558,how do my health benefits work,insurance
20559,can you tell me what health plan i am on,insurance
20560,tell me my current health plan,insurance
20561,which health plan am i currently enrolled in,insurance
20562,i want to know what health plan i'm currently on,insurance
20563,could you please inform me what health plan i am currently on,insurance
20564,what are the benefits associated with my insurance,insurance
20565,what are the benefits of having this insurance,insurance
20566,what are my benefits with this insurance,insurance
20567,what are my benefits on the insurance,insurance
20568,google find out what health plan i am under,insurance
20569,tell me what health plan coverage i have,insurance
20570,cross grocery shopping off the todo list,todo_list_update
20571,i don't need grocery shopping on my todo list anymore,todo_list_update
20572,take grocery shopping off my todo list,todo_list_update
20573,remove grocery shopping from todo list,todo_list_update
20574,cross off grocery shopping from todo list,todo_list_update
20575,i don't need mowing the lawn on my to do list anymore,todo_list_update
20576,empty the contents of my to do list,todo_list_update
20577,take everything off my to do list please,todo_list_update
20578,take everything off my to do list,todo_list_update
20579,please remove science fair from my to do list,todo_list_update
20580,please put babysitting on my to do list,todo_list_update
20581,please put lawn mowing on my list of to dos,todo_list_update
20582,put the dishes on my list of things to do,todo_list_update
20583,remove all items from my to do list,todo_list_update
20584,take tennis practice off my to do list,todo_list_update
20585,get rid of my to do list,todo_list_update
20586,take dishes off the to do list,todo_list_update
20587,add grocery shopping to my to do list,todo_list_update
20588,remove laundry from my to do list,todo_list_update
20589,please add laundry to the chores,todo_list_update
20590,add mopping to the to do list,todo_list_update
20591,please put dusting on my list of things to do,todo_list_update
20592,please note vacuuming on my to do list,todo_list_update
20593,insert mowing on the chore list,todo_list_update
20594,you can dusting off my todo list,todo_list_update
20595,you take sweeping of my todo list,todo_list_update
20596,you can vacuuming of my todo list,todo_list_update
20597,you can take laundry off my todo list,todo_list_update
20598,you can take dishes off my todo list,todo_list_update
20599,i need you to clear my todo list,todo_list_update
20600,give me my reminders,reminder
20601,what were the things that i wanted to remember,reminder
20602,what were you supposed to remind me of,reminder
20603,my list of reminders contains what,reminder
20604,what did i want to remember,reminder
20605,what did i ask you to remind me of,reminder
20606,read my reminder list,reminder
20607,is my meeting with frank on my list of reminders,reminder
20608,list my reminders,reminder
20609,what stuff am i trying to remember,reminder
20610,what are my reminders,reminder
20611,did i tell you to remind me about laundry,reminder
20612,"on my reminders list, is there an item called conference call",reminder
20613,what items did i want to remember,reminder
20614,what's on my list of things to remember,reminder
20615,what kinds of things are you supposed to remind me of,reminder
20616,is grocery shopping on my reminders list,reminder
20617,i want to know my reminders,reminder
20618,read my list of reminders,reminder
20619,can you tell me the to do's on my reminder list,reminder
20620,please go though the bullet points on my reminder list,reminder
20621,what are all the things on my reminder list,reminder
20622,"i would like to hear the reminders that i listed on my things to remember list, please",reminder
20623,what were the things i want to recall,reminder
20624,can you please remind me of the items that i made note of to not forget,reminder
20625,refresh my memory about what items i want to remember,reminder
20626,remind me of the items on my list of things to remember,reminder
20627,"i'd like to just confirm all of the reminders currently on my list of reminders, please",reminder
20628,please play my list of reminders,reminder
20629,"""which things are wanted to remember",reminder
20630,can i speed up your voice,change_speed
20631,can i change your talking voice,change_speed
20632,talk fast,change_speed
20633,change voice speed,change_speed
20634,change device talking speed,change_speed
20635,speak it again slowly,change_speed
20636,try to speak slowly,change_speed
20637,will you please slow down your voice,change_speed
20638,slow down your voice,change_speed
20639,can you speak faster,change_speed
20640,how do i change the speed of your voice,change_speed
20641,can you talk faster,change_speed
20642,how do i make you talk faster,change_speed
20643,why are you talking so slowly,change_speed
20644,speed up your talking,change_speed
20645,talk faster,change_speed
20646,you talk to slow,change_speed
20647,can you adjust the speed of your voice,change_speed
20648,can you talk more slowly,change_speed
20649,go faster,change_speed
20650,can you not talk so fast,change_speed
20651,speak more quickly,change_speed
20652,you're talking too fast,change_speed
20653,you talk too slow,change_speed
20654,please speak a bit faster,change_speed
20655,double the speaking speed please,change_speed
20656,speed up speech please,change_speed
20657,change speaking speed to 50 percent faster,change_speed
20658,your speech slower it,change_speed
20659,make slower your speech,change_speed
20660,give me the pressure for the tires on my car,tire_pressure
